Tract ID,County,Vacant Units,Year
1160,Marin,59,2013
1170,Marin,156,2013
1181,Marin,120,2013
1191,Marin,52,2013
1192.01,Marin,51,2013
1192.02,Marin,34,2013
1200,Marin,108,2013
1211,Marin,194,2013
1212,Marin,241,2013
1220,Marin,0,2013
1230,Marin,144,2013
1241,Marin,253,2013
1242,Marin,358,2013
1250,Marin,97,2013
1261,Marin,102,2013
1262,Marin,44,2013
1270,Marin,322,2013
1281,Marin,202,2013
1282,Marin,272,2013
1290,Marin,73,2013
1302.01,Marin,271,2013
1302.02,Marin,304,2013
1311,Marin,69,2013
1321,Marin,962,2013
1322,Marin,461,2013
1330,Marin,561,2013
9901,Marin,0,2013
2002.01,Napa,60,2013
2002.02,Napa,128,2013
2002.03,Napa,17,2013
2003.01,Napa,77,2013
2003.02,Napa,0,2013
2004,Napa,194,2013
2005.01,Napa,128,2013
2005.03,Napa,101,2013
2005.04,Napa,155,2013
2005.05,Napa,74,2013
2006.01,Napa,79,2013
2006.02,Napa,94,2013
2007.03,Napa,43,2013
2007.04,Napa,64,2013
2007.05,Napa,18,2013
2007.06,Napa,14,2013
2007.07,Napa,141,2013
2008.02,Napa,255,2013
2008.03,Napa,37,2013
2008.04,Napa,33,2013
2009,Napa,0,2013
2010.03,Napa,95,2013
2010.04,Napa,8,2013
2010.05,Napa,47,2013
2010.06,Napa,14,2013
2010.07,Napa,34,2013
2011.01,Napa,27,2013
2011.02,Napa,194,2013
2012,Napa,174,2013
2013,Napa,206,2013
2014.01,Napa,829,2013
2014.02,Napa,131,2013
2014.03,Napa,96,2013
2015,Napa,290,2013
2016.01,Napa,36,2013
2016.02,Napa,171,2013
2017,Napa,414,2013
2018,Napa,319,2013
2019,Napa,291,2013
2020,Napa,332,2013
101,San Francisco,129,2013
102,San Francisco,401,2013
103,San Francisco,237,2013
104,San Francisco,310,2013
105,San Francisco,388,2013
106,San Francisco,336,2013
107,San Francisco,303,2013
108,San Francisco,278,2013
109,San Francisco,163,2013
110,San Francisco,76,2013
111,San Francisco,272,2013
112,San Francisco,754,2013
113,San Francisco,92,2013
117,San Francisco,289,2013
118,San Francisco,38,2013
119.01,San Francisco,347,2013
119.02,San Francisco,251,2013
120,San Francisco,206,2013
121,San Francisco,98,2013
122.01,San Francisco,249,2013
122.02,San Francisco,132,2013
123.01,San Francisco,469,2013
123.02,San Francisco,573,2013
124.01,San Francisco,521,2013
124.02,San Francisco,263,2013
125.01,San Francisco,522,2013
125.02,San Francisco,294,2013
126.01,San Francisco,122,2013
126.02,San Francisco,110,2013
127,San Francisco,197,2013
128,San Francisco,323,2013
129.01,San Francisco,248,2013
129.02,San Francisco,90,2013
130,San Francisco,270,2013
131.01,San Francisco,185,2013
131.02,San Francisco,93,2013
132,San Francisco,194,2013
133,San Francisco,213,2013
134,San Francisco,298,2013
135,San Francisco,149,2013
151,San Francisco,320,2013
152,San Francisco,152,2013
153,San Francisco,33,2013
154,San Francisco,123,2013
155,San Francisco,116,2013
156,San Francisco,79,2013
157,San Francisco,202,2013
158.01,San Francisco,40,2013
158.02,San Francisco,165,2013
159,San Francisco,33,2013
160,San Francisco,216,2013
161,San Francisco,149,2013
162,San Francisco,189,2013
163,San Francisco,175,2013
164,San Francisco,75,2013
165,San Francisco,128,2013
166,San Francisco,172,2013
167,San Francisco,187,2013
168.01,San Francisco,34,2013
168.02,San Francisco,442,2013
169,San Francisco,139,2013
170,San Francisco,318,2013
171.01,San Francisco,162,2013
171.02,San Francisco,175,2013
176.01,San Francisco,1129,2013
177,San Francisco,157,2013
178.01,San Francisco,278,2013
178.02,San Francisco,476,2013
179.02,San Francisco,260,2013
180,San Francisco,167,2013
201,San Francisco,400,2013
202,San Francisco,372,2013
203,San Francisco,183,2013
204.01,San Francisco,174,2013
204.02,San Francisco,132,2013
205,San Francisco,93,2013
206,San Francisco,373,2013
207,San Francisco,41,2013
208,San Francisco,237,2013
209,San Francisco,136,2013
210,San Francisco,86,2013
211,San Francisco,152,2013
212,San Francisco,167,2013
213,San Francisco,102,2013
214,San Francisco,168,2013
215,San Francisco,217,2013
216,San Francisco,103,2013
217,San Francisco,145,2013
218,San Francisco,39,2013
226,San Francisco,52,2013
227.02,San Francisco,80,2013
227.04,San Francisco,142,2013
228.01,San Francisco,53,2013
228.02,San Francisco,65,2013
228.03,San Francisco,92,2013
229.01,San Francisco,132,2013
229.02,San Francisco,50,2013
229.03,San Francisco,34,2013
230.01,San Francisco,37,2013
230.03,San Francisco,86,2013
231.02,San Francisco,14,2013
231.03,San Francisco,90,2013
232,San Francisco,88,2013
233,San Francisco,139,2013
234,San Francisco,157,2013
251,San Francisco,46,2013
252,San Francisco,54,2013
253,San Francisco,169,2013
254.01,San Francisco,115,2013
254.02,San Francisco,0,2013
254.03,San Francisco,87,2013
255,San Francisco,29,2013
256,San Francisco,72,2013
257.01,San Francisco,101,2013
257.02,San Francisco,65,2013
258,San Francisco,43,2013
259,San Francisco,117,2013
260.01,San Francisco,166,2013
260.02,San Francisco,57,2013
260.03,San Francisco,40,2013
260.04,San Francisco,27,2013
261,San Francisco,29,2013
262,San Francisco,169,2013
263.01,San Francisco,90,2013
263.02,San Francisco,38,2013
263.03,San Francisco,70,2013
264.01,San Francisco,0,2013
264.02,San Francisco,0,2013
264.03,San Francisco,91,2013
264.04,San Francisco,68,2013
301.01,San Francisco,125,2013
301.02,San Francisco,164,2013
302.01,San Francisco,102,2013
302.02,San Francisco,152,2013
303.01,San Francisco,243,2013
303.02,San Francisco,18,2013
304,San Francisco,58,2013
305,San Francisco,109,2013
306,San Francisco,31,2013
307,San Francisco,143,2013
308,San Francisco,207,2013
309,San Francisco,180,2013
310,San Francisco,64,2013
311,San Francisco,155,2013
312.01,San Francisco,61,2013
312.02,San Francisco,19,2013
313.01,San Francisco,63,2013
313.02,San Francisco,71,2013
314,San Francisco,108,2013
326.01,San Francisco,93,2013
326.02,San Francisco,230,2013
327,San Francisco,26,2013
328.01,San Francisco,134,2013
328.02,San Francisco,106,2013
329.01,San Francisco,27,2013
329.02,San Francisco,87,2013
330,San Francisco,142,2013
331,San Francisco,71,2013
332.01,San Francisco,117,2013
332.03,San Francisco,128,2013
332.04,San Francisco,113,2013
351,San Francisco,87,2013
352.01,San Francisco,151,2013
352.02,San Francisco,131,2013
353,San Francisco,104,2013
354,San Francisco,153,2013
401,San Francisco,181,2013
402,San Francisco,258,2013
426.01,San Francisco,72,2013
426.02,San Francisco,103,2013
427,San Francisco,301,2013
428,San Francisco,113,2013
451,San Francisco,192,2013
452,San Francisco,139,2013
476,San Francisco,148,2013
477.01,San Francisco,262,2013
477.02,San Francisco,120,2013
478.01,San Francisco,253,2013
478.02,San Francisco,49,2013
479.01,San Francisco,211,2013
479.02,San Francisco,89,2013
601,San Francisco,170,2013
604,San Francisco,21,2013
605.02,San Francisco,135,2013
607,San Francisco,222,2013
610,San Francisco,84,2013
611,San Francisco,236,2013
612,San Francisco,129,2013
614,San Francisco,256,2013
615,San Francisco,1934,2013
9802,San Francisco,0,2013
9803,San Francisco,0,2013
9804.01,San Francisco,0,2013
9805.01,San Francisco,0,2013
9806,San Francisco,0,2013
9809,San Francisco,43,2013
9901,San Francisco,0,2013
6001,San Mateo,37,2013
6002,San Mateo,35,2013
6003,San Mateo,87,2013
6004.01,San Mateo,0,2013
6004.02,San Mateo,92,2013
6005,San Mateo,202,2013
6006,San Mateo,0,2013
6007,San Mateo,70,2013
6008,San Mateo,218,2013
6009,San Mateo,106,2013
6010,San Mateo,12,2013
6011,San Mateo,169,2013
6012,San Mateo,51,2013
6013,San Mateo,192,2013
6014,San Mateo,134,2013
6015.01,San Mateo,33,2013
6015.02,San Mateo,73,2013
6016.01,San Mateo,64,2013
6016.03,San Mateo,108,2013
6016.04,San Mateo,61,2013
6016.05,San Mateo,47,2013
6017,San Mateo,29,2013
6018,San Mateo,39,2013
6019.01,San Mateo,82,2013
6019.02,San Mateo,47,2013
6020,San Mateo,59,2013
6021,San Mateo,27,2013
6022,San Mateo,209,2013
6023,San Mateo,0,2013
6024,San Mateo,51,2013
6025,San Mateo,82,2013
6026,San Mateo,143,2013
6027,San Mateo,31,2013
6028,San Mateo,29,2013
6029,San Mateo,99,2013
6030,San Mateo,112,2013
6031,San Mateo,68,2013
6032,San Mateo,38,2013
6033,San Mateo,12,2013
6034,San Mateo,67,2013
6037,San Mateo,57,2013
6038.01,San Mateo,156,2013
6038.02,San Mateo,15,2013
6039,San Mateo,57,2013
6040,San Mateo,65,2013
6041.01,San Mateo,93,2013
6041.02,San Mateo,38,2013
6042,San Mateo,76,2013
6044,San Mateo,55,2013
6045,San Mateo,67,2013
6046,San Mateo,18,2013
6047,San Mateo,34,2013
6048,San Mateo,56,2013
6049,San Mateo,57,2013
6050,San Mateo,133,2013
6051,San Mateo,33,2013
6052,San Mateo,59,2013
6053,San Mateo,141,2013
6054,San Mateo,145,2013
6055,San Mateo,187,2013
6056,San Mateo,237,2013
6057,San Mateo,99,2013
6058,San Mateo,42,2013
6059,San Mateo,120,2013
6060,San Mateo,190,2013
6061,San Mateo,55,2013
6062,San Mateo,126,2013
6063,San Mateo,191,2013
6064,San Mateo,188,2013
6065,San Mateo,24,2013
6066,San Mateo,97,2013
6067,San Mateo,57,2013
6068,San Mateo,0,2013
6069,San Mateo,19,2013
6070,San Mateo,10,2013
6071,San Mateo,18,2013
6072,San Mateo,0,2013
6073,San Mateo,79,2013
6074,San Mateo,136,2013
6075,San Mateo,139,2013
6076,San Mateo,11,2013
6077.01,San Mateo,0,2013
6077.02,San Mateo,0,2013
6078,San Mateo,63,2013
6079,San Mateo,129,2013
6080.01,San Mateo,97,2013
6080.02,San Mateo,152,2013
6080.04,San Mateo,195,2013
6080.13,San Mateo,64,2013
6080.23,San Mateo,34,2013
6081,San Mateo,0,2013
6082,San Mateo,49,2013
6083,San Mateo,44,2013
6084,San Mateo,225,2013
6085.01,San Mateo,117,2013
6085.02,San Mateo,40,2013
6086,San Mateo,57,2013
6087,San Mateo,176,2013
6088,San Mateo,61,2013
6089,San Mateo,99,2013
6090,San Mateo,22,2013
6091,San Mateo,41,2013
6092.01,San Mateo,132,2013
6092.02,San Mateo,0,2013
6093,San Mateo,37,2013
6094,San Mateo,28,2013
6095,San Mateo,30,2013
6096.01,San Mateo,48,2013
6096.02,San Mateo,37,2013
6096.03,San Mateo,183,2013
6097,San Mateo,77,2013
6098,San Mateo,22,2013
6099,San Mateo,25,2013
6100,San Mateo,109,2013
6101,San Mateo,21,2013
6102.01,San Mateo,76,2013
6102.02,San Mateo,106,2013
6102.03,San Mateo,82,2013
6103.02,San Mateo,86,2013
6103.03,San Mateo,235,2013
6103.04,San Mateo,72,2013
6104,San Mateo,64,2013
6105,San Mateo,50,2013
6106.01,San Mateo,55,2013
6106.02,San Mateo,81,2013
6107,San Mateo,96,2013
6108,San Mateo,24,2013
6109,San Mateo,93,2013
6110,San Mateo,46,2013
6111,San Mateo,74,2013
6112,San Mateo,0,2013
6113,San Mateo,73,2013
6114,San Mateo,84,2013
6115,San Mateo,75,2013
6116,San Mateo,0,2013
6117,San Mateo,50,2013
6118,San Mateo,31,2013
6119,San Mateo,163,2013
6120,San Mateo,135,2013
6121,San Mateo,243,2013
6125,San Mateo,109,2013
6126,San Mateo,191,2013
6127,San Mateo,84,2013
6128,San Mateo,139,2013
6129,San Mateo,116,2013
6130,San Mateo,127,2013
6132,San Mateo,223,2013
6133,San Mateo,211,2013
6134,San Mateo,115,2013
6135.01,San Mateo,66,2013
6135.02,San Mateo,219,2013
6136,San Mateo,123,2013
6137,San Mateo,276,2013
6138,San Mateo,500,2013
6139,San Mateo,49,2013
6140,San Mateo,107,2013
9843,San Mateo,0,2013
9901,San Mateo,0,2013
5001,Santa Clara,20,2013
5002,Santa Clara,42,2013
5003,Santa Clara,135,2013
5004,Santa Clara,38,2013
5005,Santa Clara,119,2013
5006,Santa Clara,45,2013
5008,Santa Clara,441,2013
5009.01,Santa Clara,244,2013
5009.02,Santa Clara,60,2013
5010,Santa Clara,221,2013
5011.01,Santa Clara,42,2013
5011.02,Santa Clara,62,2013
5012,Santa Clara,16,2013
5013,Santa Clara,132,2013
5014.01,Santa Clara,0,2013
5014.02,Santa Clara,25,2013
5015.01,Santa Clara,32,2013
5015.02,Santa Clara,60,2013
5016,Santa Clara,280,2013
5017,Santa Clara,53,2013
5018,Santa Clara,126,2013
5019,Santa Clara,142,2013
5020.01,Santa Clara,98,2013
5020.02,Santa Clara,144,2013
5021.01,Santa Clara,52,2013
5021.02,Santa Clara,71,2013
5022.01,Santa Clara,189,2013
5022.02,Santa Clara,37,2013
5023.01,Santa Clara,81,2013
5023.02,Santa Clara,32,2013
5024,Santa Clara,233,2013
5025,Santa Clara,49,2013
5026.01,Santa Clara,17,2013
5026.03,Santa Clara,72,2013
5026.04,Santa Clara,157,2013
5027.01,Santa Clara,177,2013
5027.02,Santa Clara,103,2013
5028,Santa Clara,20,2013
5029.01,Santa Clara,97,2013
5029.02,Santa Clara,137,2013
5029.03,Santa Clara,139,2013
5029.06,Santa Clara,156,2013
5029.07,Santa Clara,0,2013
5029.08,Santa Clara,0,2013
5029.09,Santa Clara,47,2013
5029.10,Santa Clara,50,2013
5030.01,Santa Clara,8,2013
5030.02,Santa Clara,65,2013
5030.03,Santa Clara,0,2013
5031.05,Santa Clara,66,2013
5031.08,Santa Clara,134,2013
5031.10,Santa Clara,54,2013
5031.11,Santa Clara,19,2013
5031.12,Santa Clara,137,2013
5031.13,Santa Clara,0,2013
5031.15,Santa Clara,170,2013
5031.16,Santa Clara,53,2013
5031.17,Santa Clara,32,2013
5031.18,Santa Clara,132,2013
5031.21,Santa Clara,42,2013
5031.22,Santa Clara,105,2013
5031.23,Santa Clara,121,2013
5032.04,Santa Clara,94,2013
5032.07,Santa Clara,44,2013
5032.08,Santa Clara,50,2013
5032.10,Santa Clara,70,2013
5032.11,Santa Clara,44,2013
5032.12,Santa Clara,9,2013
5032.13,Santa Clara,55,2013
5032.14,Santa Clara,68,2013
5032.17,Santa Clara,33,2013
5032.18,Santa Clara,18,2013
5033.04,Santa Clara,122,2013
5033.05,Santa Clara,27,2013
5033.06,Santa Clara,59,2013
5033.12,Santa Clara,86,2013
5033.13,Santa Clara,50,2013
5033.15,Santa Clara,38,2013
5033.21,Santa Clara,44,2013
5033.22,Santa Clara,63,2013
5033.23,Santa Clara,19,2013
5033.24,Santa Clara,19,2013
5033.25,Santa Clara,62,2013
5033.26,Santa Clara,0,2013
5033.27,Santa Clara,134,2013
5033.29,Santa Clara,29,2013
5033.30,Santa Clara,81,2013
5033.31,Santa Clara,47,2013
5033.32,Santa Clara,54,2013
5033.33,Santa Clara,0,2013
5033.34,Santa Clara,112,2013
5033.36,Santa Clara,44,2013
5033.37,Santa Clara,19,2013
5034.01,Santa Clara,43,2013
5034.02,Santa Clara,52,2013
5035.04,Santa Clara,29,2013
5035.06,Santa Clara,12,2013
5035.07,Santa Clara,7,2013
5035.08,Santa Clara,17,2013
5035.09,Santa Clara,0,2013
5035.10,Santa Clara,9,2013
5035.11,Santa Clara,31,2013
5036.01,Santa Clara,58,2013
5036.02,Santa Clara,54,2013
5037.03,Santa Clara,29,2013
5037.07,Santa Clara,130,2013
5037.08,Santa Clara,17,2013
5037.09,Santa Clara,0,2013
5037.10,Santa Clara,41,2013
5037.11,Santa Clara,0,2013
5037.12,Santa Clara,26,2013
5037.13,Santa Clara,24,2013
5038.02,Santa Clara,58,2013
5038.03,Santa Clara,74,2013
5038.04,Santa Clara,37,2013
5039.02,Santa Clara,91,2013
5039.03,Santa Clara,0,2013
5040.01,Santa Clara,34,2013
5040.02,Santa Clara,62,2013
5041.01,Santa Clara,50,2013
5041.02,Santa Clara,81,2013
5042.01,Santa Clara,14,2013
5042.02,Santa Clara,115,2013
5043.07,Santa Clara,65,2013
5043.08,Santa Clara,19,2013
5043.11,Santa Clara,29,2013
5043.14,Santa Clara,27,2013
5043.15,Santa Clara,26,2013
5043.16,Santa Clara,36,2013
5043.17,Santa Clara,69,2013
5043.18,Santa Clara,74,2013
5043.19,Santa Clara,83,2013
5043.20,Santa Clara,19,2013
5043.21,Santa Clara,10,2013
5043.22,Santa Clara,77,2013
5043.23,Santa Clara,41,2013
5044.10,Santa Clara,30,2013
5044.11,Santa Clara,28,2013
5044.12,Santa Clara,59,2013
5044.13,Santa Clara,15,2013
5044.14,Santa Clara,31,2013
5044.15,Santa Clara,24,2013
5044.16,Santa Clara,62,2013
5044.17,Santa Clara,0,2013
5044.18,Santa Clara,154,2013
5044.20,Santa Clara,50,2013
5044.21,Santa Clara,64,2013
5044.22,Santa Clara,0,2013
5044.23,Santa Clara,33,2013
5045.04,Santa Clara,277,2013
5045.05,Santa Clara,134,2013
5045.06,Santa Clara,262,2013
5045.07,Santa Clara,44,2013
5046.01,Santa Clara,16,2013
5046.02,Santa Clara,61,2013
5047,Santa Clara,0,2013
5048.02,Santa Clara,94,2013
5048.03,Santa Clara,34,2013
5048.05,Santa Clara,203,2013
5048.06,Santa Clara,22,2013
5049.01,Santa Clara,195,2013
5050.01,Santa Clara,295,2013
5050.06,Santa Clara,191,2013
5050.07,Santa Clara,0,2013
5050.08,Santa Clara,335,2013
5050.09,Santa Clara,73,2013
5051,Santa Clara,34,2013
5052.02,Santa Clara,57,2013
5052.03,Santa Clara,84,2013
5053.01,Santa Clara,44,2013
5053.02,Santa Clara,67,2013
5053.03,Santa Clara,89,2013
5053.04,Santa Clara,57,2013
5053.05,Santa Clara,14,2013
5054.01,Santa Clara,281,2013
5054.02,Santa Clara,135,2013
5054.03,Santa Clara,272,2013
5055,Santa Clara,123,2013
5056,Santa Clara,22,2013
5057,Santa Clara,13,2013
5058,Santa Clara,30,2013
5059,Santa Clara,148,2013
5060,Santa Clara,65,2013
5061.01,Santa Clara,0,2013
5061.02,Santa Clara,50,2013
5061.03,Santa Clara,79,2013
5062.02,Santa Clara,71,2013
5062.03,Santa Clara,134,2013
5062.04,Santa Clara,59,2013
5063.01,Santa Clara,157,2013
5063.02,Santa Clara,74,2013
5063.04,Santa Clara,236,2013
5063.05,Santa Clara,75,2013
5064.01,Santa Clara,208,2013
5064.02,Santa Clara,106,2013
5065.01,Santa Clara,116,2013
5065.02,Santa Clara,35,2013
5065.03,Santa Clara,207,2013
5066.01,Santa Clara,27,2013
5066.03,Santa Clara,7,2013
5066.04,Santa Clara,92,2013
5066.05,Santa Clara,81,2013
5066.06,Santa Clara,24,2013
5067.01,Santa Clara,24,2013
5067.02,Santa Clara,0,2013
5067.03,Santa Clara,114,2013
5068.01,Santa Clara,51,2013
5068.02,Santa Clara,0,2013
5068.03,Santa Clara,12,2013
5068.04,Santa Clara,36,2013
5069,Santa Clara,122,2013
5070.01,Santa Clara,219,2013
5070.02,Santa Clara,12,2013
5071,Santa Clara,82,2013
5072.03,Santa Clara,103,2013
5072.05,Santa Clara,55,2013
5072.06,Santa Clara,16,2013
5073.01,Santa Clara,0,2013
5073.02,Santa Clara,76,2013
5074.01,Santa Clara,38,2013
5074.02,Santa Clara,106,2013
5075,Santa Clara,112,2013
5076,Santa Clara,52,2013
5077.01,Santa Clara,97,2013
5077.02,Santa Clara,0,2013
5077.03,Santa Clara,137,2013
5078.05,Santa Clara,83,2013
5078.06,Santa Clara,263,2013
5078.07,Santa Clara,26,2013
5078.08,Santa Clara,36,2013
5079.03,Santa Clara,5,2013
5079.04,Santa Clara,22,2013
5079.05,Santa Clara,79,2013
5079.06,Santa Clara,0,2013
5080.01,Santa Clara,60,2013
5080.03,Santa Clara,30,2013
5080.04,Santa Clara,96,2013
5081.01,Santa Clara,109,2013
5081.02,Santa Clara,51,2013
5082.02,Santa Clara,120,2013
5082.03,Santa Clara,0,2013
5082.04,Santa Clara,63,2013
5083.01,Santa Clara,40,2013
5083.03,Santa Clara,0,2013
5083.04,Santa Clara,123,2013
5084.01,Santa Clara,147,2013
5084.03,Santa Clara,31,2013
5084.04,Santa Clara,39,2013
5085.03,Santa Clara,213,2013
5085.04,Santa Clara,75,2013
5085.05,Santa Clara,126,2013
5085.07,Santa Clara,152,2013
5085.08,Santa Clara,156,2013
5086.01,Santa Clara,54,2013
5086.02,Santa Clara,125,2013
5087.03,Santa Clara,161,2013
5087.04,Santa Clara,40,2013
5088,Santa Clara,96,2013
5089,Santa Clara,50,2013
5090,Santa Clara,102,2013
5091.02,Santa Clara,44,2013
5091.05,Santa Clara,92,2013
5091.06,Santa Clara,86,2013
5091.07,Santa Clara,52,2013
5091.08,Santa Clara,120,2013
5091.09,Santa Clara,91,2013
5092.01,Santa Clara,503,2013
5092.02,Santa Clara,50,2013
5093.02,Santa Clara,9,2013
5093.03,Santa Clara,136,2013
5093.04,Santa Clara,17,2013
5094.01,Santa Clara,123,2013
5094.03,Santa Clara,27,2013
5094.04,Santa Clara,27,2013
5095,Santa Clara,140,2013
5096,Santa Clara,27,2013
5097,Santa Clara,29,2013
5098.01,Santa Clara,30,2013
5098.02,Santa Clara,0,2013
5099.01,Santa Clara,0,2013
5099.02,Santa Clara,18,2013
5100.01,Santa Clara,0,2013
5100.02,Santa Clara,86,2013
5101,Santa Clara,24,2013
5102,Santa Clara,62,2013
5103,Santa Clara,160,2013
5104,Santa Clara,44,2013
5105,Santa Clara,91,2013
5106,Santa Clara,130,2013
5107,Santa Clara,98,2013
5108.01,Santa Clara,297,2013
5108.02,Santa Clara,0,2013
5108.03,Santa Clara,28,2013
5109,Santa Clara,61,2013
5110,Santa Clara,73,2013
5111,Santa Clara,66,2013
5112,Santa Clara,142,2013
5113.01,Santa Clara,100,2013
5113.02,Santa Clara,107,2013
5114,Santa Clara,89,2013
5115,Santa Clara,186,2013
5116.08,Santa Clara,0,2013
5116.09,Santa Clara,133,2013
5117.01,Santa Clara,61,2013
5117.02,Santa Clara,56,2013
5117.04,Santa Clara,69,2013
5117.05,Santa Clara,0,2013
5117.07,Santa Clara,132,2013
5118,Santa Clara,139,2013
5119.05,Santa Clara,52,2013
5119.07,Santa Clara,0,2013
5119.09,Santa Clara,0,2013
5119.10,Santa Clara,10,2013
5119.11,Santa Clara,67,2013
5119.12,Santa Clara,27,2013
5119.13,Santa Clara,24,2013
5119.14,Santa Clara,20,2013
5119.15,Santa Clara,30,2013
5119.16,Santa Clara,0,2013
5120.01,Santa Clara,108,2013
5120.05,Santa Clara,50,2013
5120.17,Santa Clara,58,2013
5120.19,Santa Clara,34,2013
5120.20,Santa Clara,130,2013
5120.21,Santa Clara,25,2013
5120.22,Santa Clara,83,2013
5120.23,Santa Clara,75,2013
5120.24,Santa Clara,89,2013
5120.25,Santa Clara,28,2013
5120.26,Santa Clara,0,2013
5120.27,Santa Clara,86,2013
5120.29,Santa Clara,12,2013
5120.30,Santa Clara,22,2013
5120.31,Santa Clara,19,2013
5120.32,Santa Clara,34,2013
5120.33,Santa Clara,52,2013
5120.34,Santa Clara,0,2013
5120.35,Santa Clara,39,2013
5120.36,Santa Clara,122,2013
5120.37,Santa Clara,11,2013
5120.38,Santa Clara,111,2013
5120.39,Santa Clara,112,2013
5120.42,Santa Clara,43,2013
5120.43,Santa Clara,32,2013
5120.45,Santa Clara,72,2013
5120.47,Santa Clara,58,2013
5120.52,Santa Clara,153,2013
5120.53,Santa Clara,57,2013
5121,Santa Clara,56,2013
5122,Santa Clara,24,2013
5123.05,Santa Clara,87,2013
5123.07,Santa Clara,152,2013
5123.08,Santa Clara,19,2013
5123.09,Santa Clara,46,2013
5123.10,Santa Clara,13,2013
5123.11,Santa Clara,123,2013
5123.12,Santa Clara,74,2013
5123.13,Santa Clara,14,2013
5123.14,Santa Clara,0,2013
5124.01,Santa Clara,56,2013
5124.02,Santa Clara,54,2013
5125.03,Santa Clara,42,2013
5125.05,Santa Clara,41,2013
5125.06,Santa Clara,47,2013
5125.08,Santa Clara,0,2013
5125.09,Santa Clara,0,2013
5125.10,Santa Clara,229,2013
5126.02,Santa Clara,122,2013
5126.03,Santa Clara,96,2013
5126.04,Santa Clara,0,2013
5130,Santa Clara,45,2013
5135,Santa Clara,82,2013
2501.03,Solano,155,2013
2501.04,Solano,115,2013
2501.05,Solano,144,2013
2501.06,Solano,215,2013
2502,Solano,233,2013
2503,Solano,92,2013
2504,Solano,270,2013
2505.01,Solano,55,2013
2505.02,Solano,185,2013
2506.01,Solano,171,2013
2506.04,Solano,151,2013
2506.05,Solano,15,2013
2507.01,Solano,103,2013
2508.01,Solano,224,2013
2509,Solano,497,2013
2510,Solano,302,2013
2511,Solano,183,2013
2512,Solano,166,2013
2513,Solano,110,2013
2514,Solano,127,2013
2515,Solano,222,2013
2516,Solano,244,2013
2517.01,Solano,362,2013
2517.02,Solano,173,2013
2518.02,Solano,143,2013
2518.03,Solano,101,2013
2518.04,Solano,102,2013
2519.01,Solano,250,2013
2519.02,Solano,147,2013
2519.03,Solano,180,2013
2520,Solano,254,2013
2521.02,Solano,149,2013
2521.03,Solano,181,2013
2521.04,Solano,27,2013
2521.05,Solano,126,2013
2521.06,Solano,40,2013
2521.07,Solano,115,2013
2521.08,Solano,23,2013
2522.01,Solano,82,2013
2522.02,Solano,31,2013
2523.05,Solano,22,2013
2523.06,Solano,31,2013
2523.10,Solano,0,2013
2523.11,Solano,61,2013
2523.12,Solano,72,2013
2523.13,Solano,263,2013
2523.14,Solano,140,2013
2523.15,Solano,104,2013
2523.16,Solano,84,2013
2523.17,Solano,45,2013
2524.01,Solano,132,2013
2524.02,Solano,116,2013
2525.01,Solano,33,2013
2525.02,Solano,22,2013
2526.04,Solano,176,2013
2526.05,Solano,123,2013
2526.06,Solano,118,2013
2526.07,Solano,105,2013
2526.08,Solano,101,2013
2526.10,Solano,20,2013
2526.11,Solano,154,2013
2527.02,Solano,152,2013
2527.03,Solano,0,2013
2527.04,Solano,32,2013
2527.05,Solano,77,2013
2527.06,Solano,28,2013
2527.07,Solano,186,2013
2528.01,Solano,40,2013
2528.02,Solano,28,2013
2529.03,Solano,53,2013
2529.04,Solano,132,2013
2529.08,Solano,121,2013
2529.09,Solano,6,2013
2529.10,Solano,64,2013
2529.11,Solano,40,2013
2529.12,Solano,87,2013
2529.13,Solano,0,2013
2529.14,Solano,48,2013
2529.15,Solano,78,2013
2530,Solano,0,2013
2531.01,Solano,168,2013
2531.05,Solano,286,2013
2531.06,Solano,95,2013
2531.07,Solano,230,2013
2531.08,Solano,61,2013
2532.01,Solano,61,2013
2532.03,Solano,94,2013
2532.04,Solano,209,2013
2532.05,Solano,47,2013
2532.06,Solano,0,2013
2533,Solano,64,2013
2534.02,Solano,139,2013
2534.03,Solano,93,2013
2534.04,Solano,148,2013
2535,Solano,462,2013
9800,Solano,0,2013
1501,Sonoma,92,2013
1502.02,Sonoma,299,2013
1502.03,Sonoma,163,2013
1502.04,Sonoma,131,2013
1503.03,Sonoma,301,2013
1503.04,Sonoma,269,2013
1503.05,Sonoma,78,2013
1503.06,Sonoma,148,2013
1505,Sonoma,484,2013
1506.01,Sonoma,29,2013
1506.02,Sonoma,133,2013
1506.03,Sonoma,198,2013
1506.07,Sonoma,39,2013
1506.09,Sonoma,59,2013
1506.10,Sonoma,0,2013
1506.11,Sonoma,43,2013
1506.12,Sonoma,181,2013
1507.01,Sonoma,44,2013
1507.02,Sonoma,129,2013
1508,Sonoma,156,2013
1509.01,Sonoma,91,2013
1509.02,Sonoma,56,2013
1510,Sonoma,79,2013
1511,Sonoma,92,2013
1512.01,Sonoma,288,2013
1512.03,Sonoma,35,2013
1512.04,Sonoma,86,2013
1513.01,Sonoma,37,2013
1513.05,Sonoma,102,2013
1513.06,Sonoma,88,2013
1513.07,Sonoma,253,2013
1513.08,Sonoma,104,2013
1513.09,Sonoma,90,2013
1513.10,Sonoma,69,2013
